ResponseID,Control_1,Control_2_1,Control_2_2,NeedforStructure_1,NeedforStructure_2,NeedforStructure_3,NeedforStructure_4,NeedforStructure_5,NeedforStructure_6,NeedforStructure_7,NeedforStructure_8,NeedforStructure_9,NeedforStructure_10,NeedforStructure_11,NeedforStructure_12,Att_Part1,Att_Part2,PolOrientation,RepDem,Condition,Dem_General_Q1,Dem_General_Q2,Dem_General_Q4,Dem_General_Q5,Dem_General_Q6,Dem_Age,Dem_Gender,Dem_Citizen,Dem_Ethnic,Dem_Race,Dem_MidEast,Dem_US,Dem_YearsInUS,Dem_News,Att_Q1,Att_Q2,Att_Q3,Att_Q4,Att_Q5,Rep_General_Q1,Rep_General_Q2,Rep_General_Q4,Rep_General_Q5,Rep_General_Q6,NeedforStructure,ScenarioGenScore,PolIdentStrength,NeedforStructure_3Recode,NeedforStructure_5Recode,NeedforStructure_7Recode,NeedforStructure_11Recode,ScenarioGen_Q1,ScenarioGen_Q2,ScenarioGen_Q4,ScenarioGen_Q5,ScenarioGen_Q6,ConditionNum
R_2xR7XJ5Lj2DEGZ4,6,5,2,5,5,6,3,5,2,7,2,2,1,6,3, ,yes,5,2,Consistent,5,2,1,5,5,44,1,1,2,6,2,1,44,6,1,1,1,1,2, , , , , ,2.583333333,0.270737482,5,2,3,1,2,5,6,1,5,5,1
R_2xRyVHFGRbFgAOn,5,5,3,7,7,6,7,3,7,3,6,5,7,2,6, ,yes,6,2,Inconsistent, , , , , ,64,2,1,2,5,2,1,64,6,1,1,1,2,2,5,5,6,3,4,5.833333333,0.069091548,6,2,5,5,6,5,3,6,3,4,0
R_2y9JquEThIJSalt,5,6,2,5,5,4,6,3,6,6,5,6,6,3,5, ,yes,6,2,Inconsistent, , , , , ,40,1,1,2,6,2,1,41,5,1,1,1,1,2,5,3,5,4,4,5,0.333027099,6,4,5,2,5,5,5,5,4,4,0
R_2Ybn99ebGLtT7ya,6,5,3,3,3,6,3,6,2,5,3,2,2,6,3, ,yes,3,3, ,4,6,2,5,4,37,2,1,2,6,2,1,37,5,1,1,1,2,2, , , , , ,2.5, , ,2,2,3,2,4,2,2,5,4, 
R_2Ybx5nmr9GjJayE,4,5,6,4,6,5,6,4,6,2,4,6,6,4,7, ,Yes,5,2,Consistent,4,5,2,3,4,36,1,1,2,5,2,1,36,4,1,1,1,1,2, , , , , ,5.166666667,-0.493231235,5,3,4,6,4,4,3,2,3,4,1
R_2ydad1sxqAyhUWy,5,6,2,6,7,3,6,6,7,3,6,6,7,3,3, ,yes,6,2,Consistent,6,2,6,6,5,43,1,1,2,5,2,1,43,6,1,1,1,1,2, , , , , ,5.416666667,1.077600972,6,5,2,5,5,6,6,6,6,5,1
R_2YDJvFPUjXFxEcO,4,4,4,5,5,4,5,4,5,3,2,6,5,6,4, ,yes,6,2,Inconsistent, , , , , ,20,2,1,2,2,2,1,20,5,1,1,1,1,2,4,6,5,4,4,4.333333333,-0.145285347,6,4,4,5,2,4,2,5,4,4,0
R_2YFkcBcO8kr8bD4,5,5,3,5,6,2,6,2,6,4,5,6,6,2,6, ,yes,5,2,Consistent,5,3,5,5,5,24,1,1,2,2,2,1,24,4,1,1,1,1,2, , , , , ,5.666666667,0.600347871,5,6,6,4,6,5,5,5,5,5,1
R_2yjG8APACSUmo5W,6,6,3,5,6,5,5,4,5,6,4,3,6,4,4, ,yes,6,2,Consistent,4,5,5,2,2,26,2,1,2,6,2,1,26,4,1,1,1,1,2, , , , , ,4.25,-0.557126865,6,3,4,2,4,4,3,5,2,2,1
R_2yjVtqgEozh79NE,6,6,2,5,5,5,4,3,4,5,3,7,3,5,7, ,yes,7,2,Consistent,5,6,5,4,4,26,2,1,2,6,2,1,26,4,1,2,1,1,2, , , , , ,4.333333333,-0.035372978,7,3,5,3,3,5,2,5,4,4,1
R_2yln8kGanyoH00z,3,5,3,5,6,3,6,1,7,2,5,5,2,1,6, ,Yes,1,1,Inconsistent,4,4,4,4,4,35,2,1,2,6,2,1,35,3,1,1,1,2,2, , , , , ,5.583333333,-0.012787899,7,5,7,6,7,4,4,4,4,4,0
R_2Yn2F5Lpnhqg22E,5,5,3,3,3,5,4,5,4,5,3,4,3,5,3, ,yes,3,3, , , , , , ,33,1,1,2,6,2,1,33,5,1,1,1,1,2,6,4,6,4,4,3.25, , ,3,3,3,3, , , , , , 
R_2ypv0zYOvFCwgLO,5,6,2,6,6,2,6,2,7,2,4,5,6,3,6,2, ,5,2,Consistent,3,5,3,2,2,36,1,1,2,5,2,1,31,4,1,1,1,1,2, , , , , ,5.75,-0.893244441,5,6,6,6,5,3,3,3,2,2,1
R_2YR0Sy5XxQaneGT,6,6,2,5,6,5,6,3,6,3,3,3,7,3,5, ,yes,3,1,Consistent, , , , , ,26,2,1,2,6,2,1,26,5,1,1,1,2,2,4,5,4,4,4,4.916666667,-0.135587925,5,3,5,5,5,4,3,4,4,4,1
R_2yrcukRglf3gJpH,6,6,2,3,3,6,5,6,5,4,3,5,3,6,3, ,yes,2,1,Consistent, , , , , ,46,1,1,2,6,2,1,46,6,1,1,1,1,2,3,7,5,5,5,3.333333333,-0.11067697,6,2,2,4,2,3,1,5,5,5,1
R_2yrN5Wed6GLHd1i,4,5,4,6,5,6,5,3,5,4,4,5,5,4,5, ,yes,2,1,Inconsistent,3,5,3,2,3,71,2,1,2,6,2,1,71,6,1,1,1,1,2, , , , , ,4.583333333,-0.757361772,6,2,5,4,4,3,3,3,2,3,0
R_2YtB2fl2lcILTz2,6,6,2,6,6,2,7,2,7,2,6,7,7,7,6, ,yes,4,2,Consistent,5,3,5,4,4,41,1,1,1,6,2,1,41,6,1,1,1,1,2, , , , , ,5.916666667,0.333027099,4,6,6,6,1,5,5,5,4,4,1
R_2YzkZFrTIpDWDG3,5,5,3,6,6,3,5,2,6,2,5,5,5,3,6,1, ,5,1,Consistent, , , , , ,60,1,1,2,6,2,1,60,7,1,1,1,1,2,2,4,2,2,3,5.5,-0.857576719,3,5,6,6,5,2,4,2,2,3,1
R_2zbZGagDF5E0GXF,4,4,4,6,6,4,6,3,6,3,4,4,5,3,3, ,yes,6,2,Consistent,4,5,4,3,3,40,1,1,2,6,2,1,40,5,1,1,1,1,2, , , , , ,4.916666667,-0.402908697,6,4,5,5,5,4,3,4,3,3,1
R_2zhTI6bnYObpuEo,5,5,3,6,6,2,6,2,6,7,6,7,6,7,6, ,Yes,2,1,Consistent, , , , , ,37,2,1,2,6,2,1,37,5,1,1,1,1,2,6,5,6,5,5,5.25,0.577762792,6,6,6,1,1,6,3,6,5,5,1
R_2ZIBr22SpeTSZbv,5,4,4,3,3,4,5,2,5,3,5,3,5,5,3,6, ,4,2,Consistent,4,3,5,3,2,64,1,1,2,5,2,1,64,4,1,1,1,1,2, , , , , ,4.166666667,-0.180088711,4,4,6,5,3,4,5,5,3,2,1
R_2zjeXIcutBcpLfn,5,5,3,5,5,4,5,2,4,3,2,5,5,3,4, ,yes,2,1,Inconsistent,3,4,3,3,3,40,2,1,2,6,2,1,40,5,1,1,1,1,2, , , , , ,4.583333333,-0.503123644,6,4,6,5,5,3,4,3,3,3,0
R_2ZKp7bkj1wZQJjG,5,5,2,3,4,3,6,2,6,1,3,5,6,5,5, ,yes,7,2,Consistent,5,3,6,5,5,53,2,1,2,6,2,1,53,6,1,1,1,2,2, , , , , ,4.916666667,0.713450474,7,5,6,7,3,5,5,6,5,5,1
R_2ZKXUwVYT0dzJ6z,7,5,5,6,5,6,6,6,4,5,5,5,4,6,5, ,yes,6,2,Inconsistent, , , , , ,29,1,1,1,2,1,1,29,4,1,1,1,1,2,5,5,4,3,4,4.083333333,-0.157113658,6,2,2,3,2,5,3,4,3,4,0
R_2zor4zB5bPhssgW,3,3,6,7,5,6,5,3,5,7,3,6,6,2,5, ,yes,6,3, ,5,6,7,5,6,23,2,1,2,6,2,1,23,5,1,1,1,1,2, , , , , ,4.666666667, , ,2,5,1,6,5,2,7,5,6, 
R_2zOYjfi3SsBFFqG,7,7,4,5,6,6,3,4,1,5,2,4,5,5,6,5,yes,2,2,Inconsistent, , , , , ,56,2,1,2,5,2,1,56,5,1,2,1,1,2,3,5,5,3,2,3.666666667,-0.535601131,2,2,4,3,3,3,3,5,3,2,0
R_2zqI977MgkC5JCj,4,6,5,5,5,4,5,4,4,5,4,4,5,5,5, ,yes,3,1,Consistent, , , , , ,30,1,1,3,6,2,1,30,3,1,1,1,1,2,7,5,5,5,3,4.25,0.302807221,5,4,4,3,3,7,3,5,5,3,1
R_2ZQvSNJw3yVQubg,5,6,2,5,5,4,6,2,6,4,4,3,6,3,5, ,yes,2,1,Consistent, , , , , ,28,2,1,2,6,2,1,28,4,1,1,1,1,2,6,4,5,5,4,4.916666667,0.451577546,6,4,6,4,5,6,4,5,5,4,1
R_2zSb6sEPJ5xTWYB,5,6,2,3,5,3,7,3,7,2,3,4,7,5,2, ,yes,4,3, , , , , , ,30,1,1,2,6,2,1,30,4,1,1,1,1,2,4,5,4,4,4,4.75, , ,5,5,6,3, , , , , , 
R_2zUwQ4PuCZHfNfR,2,5,3,6,7,2,3,5,3,6,5,5,3,4,5, ,yes,4,1,Inconsistent,4,3,6,6,5,42,2,1,2,6,2,1,42,2,1,1,1,1,2, , , , , ,4.333333333,0.734976207,4,6,3,2,4,4,5,6,6,5,0
R_30ddSpbhebdZAaC,5,5,3,3,3,5,3,5,3,5,3,4,4,4,3, ,yes,2,1,Consistent, , , , , ,60,1,1,2,6,2,1,60,7,1,1,1,1,2,7,6,7,6,6,3.25,0.945298511,6,3,3,3,4,7,2,7,6,6,1
R_30dh0Ibt8PEBPPB,3,3,5,5,7,4,6,1,7,2,7,7,7,1,7, ,yes,2,3, ,2,5,2,1,2,59,1,1,2,6,2,1,59,6,1,1,1,1,2, , , , , ,6.416666667, , ,4,7,6,7,2,3,2,1,2, 
R_30k34qT4QB5lzlp,7,7,1,6,7,4,7,4,6,5,7,7,7,1,6, ,yes,3,1,Consistent, , , , , ,33,2,1,2,6,2,1,33,6,1,1,1,1,2,7,6,7,6,5,5.916666667,0.809415842,5,4,4,3,7,7,2,7,6,5,1
R_30wwccPR3mySCzI,6,6,2,5,5,5,6,5,6,2,5,6,6,5,5, ,yes,7,2,Inconsistent, , , , , ,41,1,1,2,2,2,1,39,3,1,1,1,1,2,3,6,3,2,2,4.916666667,-1.016044467,7,3,3,6,3,3,2,3,2,2,0
R_31a9XmR6Ra1Udic,3,4,2,3,3,6,3,6,3,6,2,5,6,7,3, ,Yes,6,2,Inconsistent, , , , , ,39,1,1,2,6,2,1,39,7,1,1,1,2,2,3,2,3,4,4,2.916666667,0.009797179,6,2,2,2,1,3,6,3,4,4,0
R_31GZOPkdL3qEavb,5,6,2,6,6,4,7,2,7,2,4,6,7,4,5, ,yes,7,2,Consistent,7,2,6,6,5,42,1,1,1,6,2,2,15,7,1,1,1,1,2, , , , , ,5.666666667,1.187513341,7,4,6,6,4,7,6,6,6,5,1
R_31hmz3RbudNssiB,5,5,3,6,6,4,6,2,6,2,5,7,6,2,6, ,Yes,2,1,Consistent, , , , , ,29,2,1,2,6,2,1,29,3,1,1,1,2,2,5,4,6,5,5,5.833333333,0.590650448,6,4,6,6,6,5,4,6,5,5,1
R_31LW7TGb4YttKTY,5,5,6,5,6,6,7,6,5,5,6,6,5,6,6,6,yes,6,2,Inconsistent, , , , , ,28,1,1,2,5,1,1,28,6,1,1,1,1,1,6,5,6,5,2,4.583333333,0.170114786,6,2,2,3,2,6,3,6,5,2,0
R_31MngP4pBmnzwkj,5,5,2,5,4,4,5,4,5,3,3,6,7,4,5, ,yes,6,2,Consistent,4,3,4,4,4,30,2,1,2,6,2,1,30,6,1,1,1,1,2, , , , , ,4.75,0.110012126,6,4,4,5,4,4,5,4,4,4,1
R_31oX6y7klP39PkK,4,5,2,2,3,5,6,6,5,6,4,5,3,5,6, ,yes,4,3, , , , , , ,21,1,1,2,6,2,1,21,5,1,1,1,1,2,4,4,5,3,2,3.666666667, , ,3,2,2,3, , , , , , 
R_31RxEVoYpr4NZp8,4,3,5,5,5,3,7,3,7,1,3,5,6,2,3, ,yes,7,2,Consistent,4,6,5,5,2,40,2,1,2,6,2,1,40,5,1,1,1,1,2, , , , , ,5.333333333,-0.285612582,7,5,5,7,6,4,2,5,5,2,1
R_31SFgD0pUv1jWPL,6,6,2,4,6,3,6,1,6,4,6,4,7,3,4, ,yes,6,2,Inconsistent, , , , , ,55,2,1,2,6,2,1,55,7,1,1,1,1,2,2,1,2,2,2,5.333333333,-0.625059312,6,5,7,4,5,2,7,2,2,2,0
R_31tq6b4c8EtbqIa,4,5,4,7,6,5,6,4,5,5,5,7,6,4,6, ,yes,7,2,Inconsistent, , , , , ,42,5,1,2,6,2,1,40,6,1,1,1,1,2,4,5,4,2,3,5.166666667,-0.534346799,7,3,4,3,4,4,3,4,2,3,0
R_31TVB6oyswAyJnI,7,7,1,5,5,3,6,3,6,2,2,6,6,5,5, ,yes,6,2,Consistent,2,4,3,1,1,35,1,1,2,6,2,1,35,3,1,1,1,1,2, , , , , ,5,-1.147677556,6,5,5,6,3,2,4,3,1,1,1
R_31uRANNFJX9rcKS,4,4,3,3,2,7,2,6,2,6,2,2,5,6,3, ,yes,5,2,Inconsistent, , , , , ,31,2,1,2,6,2,1,31,2,1,1,1,1,2,2,5,2,2,2,2.333333333,-1.116259414,5,1,2,2,2,2,3,2,2,2,0
R_31v1fOonE79jyuK,6,6,2,5,5,5,6,3,6,2,5,5,6,5,5, ,yes,3,1,Consistent, , , , , ,57,2,1,2,6,2,1,57,6,1,1,1,1,2,5,3,5,4,4,5,0.333027099,5,3,5,6,3,5,5,5,4,4,1
R_31YM6Kdn9EXJBrp,4,5,4,6,6,5,4,3,6,3,4,6,1,5,6, ,yes,6,2,Consistent,5,3,4,5,5,64,2,1,2,5,2,1,64,6,1,1,1,1,2, , , , , ,4.583333333,0.487245267,6,3,5,5,3,5,5,4,5,5,1
R_31Zu5M7NNKdr4eK,6,6,2,5,6,3,7,1,7,1,7,7,6,2,5, ,yes,4,3, , , , , , ,27,1,1,2,2,2,1,27,2,1,1,1,1,2,4,4,4,3,3,6.25, , ,5,7,7,6, , , , , , 
R_323XytKevGIq2eW,6,5,3,6,5,4,6,2,5,3,4,5,5,3,5, ,yes,6,2,Inconsistent, , , , , ,72,1,1,2,6,2,1,72,6,1,1,1,1,2,5,6,3,2,2,5.083333333,-0.796219728,6,4,6,5,5,5,2,3,2,2,0
R_32QjO63H4CZ848V,6,7,1,6,6,4,6,2,6,6,4,7,7,3,5, ,YES,6,2,Inconsistent, , , , , ,45,2,1,2,5,2,1,45,7,1,1,1,1,2,3,4,5,6,3,5.333333333,0.117395872,6,4,6,2,5,3,4,5,6,3,0
R_32R5VRalBNLmAlZ,6,6,3,3,7,5,7,3,6,3,6,7,3,3,7, ,Yes,2,3, ,2,2,3,2,2,26,1,1,2,6,2,1,26,5,1,1,1,1,2, , , , , ,5.333333333, , ,3,5,5,5,2,6,3,2,2, 
R_32WJTSDg9I0e5Ju,6,4,1,7,6,2,6,2,7,2,5,6,3,3,5, ,yes,7,2,Consistent,6,4,6,5,4,29,2,1,2,6,2,1,25,3,1,1,1,1,2, , , , , ,5.666666667,0.564680149,7,6,6,6,5,6,4,6,5,4,1
R_334jJqPEoUMqhBn,5,5,3,3,3,5,4,5,3,6,3,3,5,5,3, ,yes,5,2,Inconsistent, , , , , ,36,1,1,2,6,2,1,35,5,1,1,1,1,2,4,4,5,4,4,3.166666667,0.100314704,5,3,3,2,3,4,4,5,4,4,0
R_338PbnRaspArWQA,3,5,3,5,5,3,6,3,5,4,6,6,4,3,5, ,yes,1,1,Inconsistent,5,4,5,4,4,52,1,1,2,6,2,1,52,6,1,1,1,1,2, , , , , ,5.083333333,0.210227073,7,5,5,4,5,5,4,5,4,4,0
R_33f0wkXae1vmuHV,4,4,4,5,5,3,6,3,6,4,5,7,4,3,6, ,yes,7,2,Inconsistent, , , , , ,30,2,1,2,6,2,1,30,4,1,1,1,1,2,4,5,5,4,4,5.25,-0.022485322,7,5,5,4,5,4,3,5,4,4,0
R_33pt1WxA3Cmacja,4,5,3,6,6,5,6,3,5,3,4,5,5,3,6, ,yes,6,2,Inconsistent, , , , , ,34,2,1,2,5,2,1,34,2,1,1,1,1,2,3,5,5,3,3,5.083333333,-0.399718462,6,3,5,5,5,3,3,5,3,3,0
R_33qXqYndiiYwR04,5,5,2,5,5,6,5,4,6,7,6,5,4,3,6, ,yes,7,2,Inconsistent, , , , , ,28,2,1,2,6,2,1,28,2,1,1,1,1,2,1,7,4,2,2,4.5,-1.245566627,7,2,4,1,5,1,1,4,2,2,0
R_33whLRCYDnIHR4q,6,5,2,5,3,6,3,4,2,6,3,5,5,3,2, ,yes,7,3, ,6,3,6,5,6,45,1,1,2,6,2,1,45,7,1,1,1,1,2, , , , , ,3.416666667, , ,2,4,2,5,6,5,6,5,6, 
R_33xVltt7llZiT6j,7,7,1,3,2,7,3,7,1,6,1,2,3,6,2, ,yes,4,2,Consistent,7,2,7,6,6,54,1,1,2,6,2,1,54,2,1,1,1,1,2, , , , , ,1.916666667,1.436498613,4,1,1,2,2,7,6,7,6,6,1
R_38ZE6sM5fCRbL4R,5,5,3,4,4,4,5,4,5,5,4,4,5,4,4, ,yes,3,1,Inconsistent,5,3,4,4,4,27,2,1,2,6,2,1,27,3,1,1,1,1,2, , , , , ,4.166666667,0.219924495,5,4,4,3,4,5,5,4,4,4,0
R_3CNOoUAi2If6HVT,5,7,2,6,6,3,7,2,7,2,5,5,2,3,6, ,yes,6,2,Consistent,4,6,4,3,4,41,2,1,2,6,2,1,41,4,1,1,1,1,2, , , , , ,5.5,-0.389826053,6,5,6,6,5,4,2,4,3,4,1
R_3CO4afaB5MQiUXp,3,4,5,6,6,4,5,2,6,1,5,7,5,2,5, ,yes,7,2,Inconsistent, , , , , ,21,2,1,2,5,2,1,21,3,1,1,1,1,2,2,5,4,2,2,5.666666667,-0.890054207,7,4,6,7,6,2,3,4,2,2,0
R_3CQ4dtTDHYPXW0u,6,7,1,5,6,4,6,3,6,3,5,5,5,4,6, ,yes,3,1,Inconsistent,5,5,6,5,4,75,1,1,2,6,1,1,75,5,1,1,1,1,2, , , , , ,5.166666667,0.331967754,5,4,5,5,4,5,3,6,5,4,0
R_3D0zR05Morh5h47,4,5,5,6,7,4,5,5,3,4,4,4,5,5,4, ,yes,4,3, ,4,4,5,3,3,28,2,1,1,6,2,1,26,5,1,1,1,1,2, , , , , ,4.333333333, , ,4,3,4,3,4,4,5,3,3, 
R_3D1HJKxwPOAtIex,5,5,2,5,5,6,5,5,5,3,4,3,5,3,4, ,yes,5,2,Consistent,5,3,4,4,4,59,2,1,2,6,2,1,59,3,1,1,1,1,2, , , , , ,4.25,0.219924495,5,2,3,5,5,5,5,4,4,4,1
R_3DiVcUFfCCgGYHn,3,5,4,6,6,2,7,2,7,1,5,7,5,2,6, ,yes,3,3, ,3,3,4,2,4,51,2,1,2,6,2,1,51,7,1,1,1,1,2, , , , , ,6.166666667, , ,6,6,7,6,3,5,4,2,4, 
R_3dMPiiBgMlMridM,3,6,7,3,3,3,4,5,4,5,5,7,7,6,6,5, ,5,1,Inconsistent,5,7,5,5,2,25,3,1,2,1,2,1,25,2,1,2,2,1,1, , , , , ,4.333333333,-0.298500238,3,5,3,3,2,5,1,5,5,2,0
R_3DnDRUkWlYBqVNI,5,4,5,5,5,7,5,7,5,5,3,3,2,3,5, ,yes,7,2,Inconsistent, , , , , ,37,2,1,2,6,2,1,34,5,1,1,1,1,2,3,4,4,5,4,3.583333333,0.008737834,7,1,1,3,5,3,4,4,5,4,0
R_3DpyyvTSS4I87cm,5,5,6,6,5,6,6,7,6,5,7,6,7,6,7, ,YES,6,1,Consistent, , , , , ,30,1,1,1,5,1,1,8,4,2,1,2,1,1,6,5,6,3,1,4.833333333,-0.228644088,2,2,1,3,2,6,3,6,3,1,1
R_3dRkLU2sGcJMmf6,4,4,4,4,4,6,4,5,4,4,3,3,5,5,3, ,yes,3,2,Consistent,4,4,4,6,6,54,1,1,2,6,2,1,54,4,1,1,1,1,2, , , , , ,3.5,0.521853644,3,2,3,4,3,4,4,4,6,6,1
R_3DtrZmREKZgFVAZ,5,5,3,3,2,6,2,5,3,6,2,5,3,5,2, ,yes,6,2,Consistent,5,3,6,5,4,35,2,1,2,6,2,1,35,6,1,1,1,1,2, , , , , ,2.666666667,0.577567805,6,2,3,2,3,5,5,6,5,4,1
R_3Dvc6Vt5hsvhqmS,4,6,4,7,7,2,6,1,5,4,6,7,6,2,7, ,yes,7,2,Inconsistent, , , , , ,32,2,1,1,6,2,1,32,7,1,1,1,1,2,3,2,4,2,2,6.166666667,-0.411741761,7,6,7,4,6,3,6,4,2,2,0
R_3dYTpNNZ9oeEsor,5,4,3,5,4,5,4,5,3,5,2,3,4,5,4, ,yes,6,2,Inconsistent, , , , , ,30,1,1,2,6,2,1,26,6,1,1,1,1,2,2,6,2,1,1,3.416666667,-1.506380211,6,3,3,3,3,2,2,2,1,1,0
R_3e7VEmWgAg2BKOg,5,5,3,7,7,3,6,3,7,3,5,5,5,3,6, ,yes,5,2,Inconsistent, , , , , ,50,2,1,2,6,2,1,50,7,1,1,1,2,2,3,5,3,2,2,5.666666667,-0.893244441,5,5,5,5,5,3,3,3,2,2,0
R_3e8fOQMFOw0nNqF,6,6,1,6,7,1,7,1,7,1,6,7,7,1,7, ,Yes,2,1,Consistent, , , , , ,59,2,1,2,6,2,1,59,7,1,1,1,1,2,7,2,7,6,6,6.833333333,1.436498613,6,7,7,7,7,7,6,7,6,6,1
R_3e9M6T2cF6V2n8B,5,6,2,6,6,5,5,3,4,5,5,4,5,5,4, ,yes,6,2,Inconsistent, , , , , ,45,2,1,2,6,2,1,45,6,1,1,1,1,2,1,4,2,1,1,4.416666667,-1.370692529,6,3,5,3,3,1,4,2,1,1,0
R_3EAcqNDBFxYCZ0j,5,6,2,4,6,2,6,1,7,1,6,6,7,2,6, ,yes,5,2,Inconsistent, , , , , ,32,1,1,2,6,2,1,32,6,1,1,1,1,2,6,4,7,5,5,6.166666667,0.813665421,5,6,7,7,6,6,4,7,5,5,0
R_3EaTC9aFUEUgFCW,2,2,7,7,7,1,7,1,6,2,5,6,5,2,6, ,yes,7,2,Inconsistent, , , , , ,36,1,1,2,6,1,1,35,7,1,1,1,1,2,2,6,2,1,2,6.25,-1.370497542,7,7,7,6,6,2,2,2,1,2,0
R_3eav6Jkkwf2OsaL,7,7,1,6,7,4,7,3,4,7,5,6,7,4,5, ,yes,6,2,Inconsistent, , , , , ,33,2,1,2,6,2,1,20,6,1,1,1,1,2,7,5,5,4,4,5.083333333,0.307251786,6,4,5,1,4,7,3,5,4,4,0
R_3ebrw0HM1XlLCj2,6,7,1,5,6,3,6,2,6,6,6,6,6,2,6, ,Yes,2,1,Consistent, , , , , ,47,1,1,2,6,2,1,47,7,1,1,1,1,2,6,2,7,6,6,5.5,1.326586244,6,5,6,2,6,6,6,7,6,6,1
R_3eq6R0s7U4O3xAZ,6,6,2,7,7,2,7,1,7,2,6,7,7,2,7, ,yes,5,2,Inconsistent, , , , , ,60,1,1,1,6,2,2,21,6,1,1,1,1,2,7,2,6,5,5,6.666666667,1.056075238,5,6,7,6,6,7,6,6,5,5,0
R_3eqQxPAKihqpEdo,5,5,3,5,5,6,6,5,6,2,2,3,5,4,4, ,yes,7,2,Consistent,5,5,5,2,5,64,2,1,2,6,2,1,64,6,1,1,1,1,2, , , , , ,4.25,-0.039566489,7,2,3,6,4,5,3,5,2,5,1
R_3ERoiMFbaXbllnk,5,6,2,6,6,4,5,3,6,3,5,6,5,3,5, ,yes,2,1,Consistent, , , , , ,74,1,1,2,6,2,1,74,4,1,1,1,1,2,7,2,6,6,6,5.25,1.32339601,6,4,5,5,5,7,6,6,6,6,1
R_3EuH0neb9K7LuQm,5,6,2,5,6,4,5,3,6,3,6,6,5,3,6, ,yes,6,2,Consistent,5,3,6,5,5,69,1,1,2,2,2,1,61,4,1,1,1,1,2, , , , , ,5.333333333,0.713450474,6,4,5,5,5,5,5,6,5,5,1
R_3EVUzpVKh7Qpspi,7,7,1,3,3,4,5,4,5,5,1,2,7,6,2, ,yes,6,2,Consistent,4,4,4,4,4,41,2,1,2,6,2,1,41,3,1,1,1,1,2, , , , , ,3.416666667,-0.012787899,6,4,4,3,2,4,4,4,4,4,1
R_3ew9I8nueyyQEjs,5,4,6,6,5,3,6,3,5,3,5,5,5,2,7, ,yes,2,1,Consistent, , , , , ,28,2,1,2,6,2,1,28,6,1,1,1,1,2,7,2,7,6,6,5.416666667,1.436498613,6,5,5,5,6,7,6,7,6,6,1
R_3EXX08LXPVZ9TBV,6,6,2,5,5,2,7,3,6,1,4,7,7,2,5, ,yes,5,2,Inconsistent, , , , , ,31,2,1,1,6,2,1,31,6,1,1,1,1,2,4,5,5,3,3,5.833333333,-0.289806093,5,6,5,7,6,4,3,5,3,3,0
R_3eywdhEcZ9GRn6K,7,7,1,7,7,6,5,2,6,2,7,2,5,6,7, ,yes,1,1,Inconsistent,6,2,4,3,3,60,2,1,2,6,2,1,60,7,1,1,1,1,2, , , , , ,5.166666667,0.185316119,7,2,6,6,2,6,6,4,3,3,0
R_3FLmGYMw8l9JifU,6,7,2,7,7,5,7,2,7,2,7,7,5,2,7, ,yes,5,2,Inconsistent, , , , , ,51,2,1,2,6,2,1,51,3,1,1,1,1,2,7,1,7,5,5,6.25,1.291977867,5,3,6,6,6,7,7,7,5,5,0
R_3fMLu5EviKcXWnW,6,7,2,2,2,6,3,6,2,2,2,2,2,6,2, ,yes,7,2,Consistent,7,2,7,5,5,36,1,1,2,6,2,1,36,5,1,1,1,1,2, , , , , ,2.416666667,1.169177842,7,2,2,6,2,7,6,7,5,5,1
R_3FOleCro3sNSGue,4,3,5,6,5,5,2,2,5,4,3,6,5,3,6, ,yes,7,2,Consistent,6,6,5,5,4,25,1,1,2,6,2,1,25,6,1,1,1,1,2, , , , , ,4.666666667,0.205977494,7,3,6,4,5,6,2,5,5,4,1
R_3fq5c2zso8lXNmq,5,6,2,7,6,4,5,3,5,3,4,3,4,3,6, ,yes,6,2,Inconsistent, , , , , ,24,2,1,2,6,2,1,24,4,1,1,1,1,2,2,5,4,3,3,4.916666667,-0.622733435,6,4,5,5,5,2,3,4,3,3,0
R_3frYoEsZJjUyAZp,5,5,2,2,2,6,2,6,2,6,2,2,2,6,2, ,yes,3,1,Consistent, , , , , ,35,1,1,2,6,2,1,35,7,1,1,1,1,2,2,6,2,1,1,2,-1.506380211,5,2,2,2,2,2,2,2,1,1,1
R_3fSQbt5TnmlHoQ1,6,6,2,6,6,4,6,2,6,2,6,7,7,3,6, ,yes,2,1,Consistent, , , , , ,52,2,1,2,6,2,1,52,5,1,1,1,1,2,7,4,7,5,5,5.916666667,0.923577791,6,4,6,6,5,7,4,7,5,5,1
R_3FUVG3A8UcWMoit,6,6,3,7,7,7,7,1,6,1,4,7,7,5,4, ,yes,2,2,Inconsistent, , , , , ,62,2,1,2,5,2,1,62,3,1,1,1,1,2,4,5,5,3,3,5.583333333,-0.289806093,2,1,7,7,3,4,3,5,3,3,0
R_3FVvIEUuhsXhEaO,4,5,4,6,6,3,6,2,7,4,4,5,4,7,5, ,yes,4,3, ,6,2,4,5,4,52,2,1,2,6,2,1,52,4,1,1,1,1,2, , , , , ,4.916666667, , ,5,6,4,1,6,6,4,5,4, 
R_3fwsyKc73kkhbJV,5,5,3,2,5,2,6,2,6,2,5,6,6,4,5, ,yes,2,1,Inconsistent,2,2,2,2,3,60,2,1,2,6,2,1,60,5,1,1,1,1,2, , , , , ,5.25,-0.611976668,6,6,6,6,4,2,6,2,2,3,0
